,num_employees,income,energy_usage,co2
5431,11596,516002000,42000,74200
5432,10771,529925000,38000,79500
5433,10239,351558000,45000,74900
5434,8663,505530000,59000,84400
5435,7280,342559000,54000,76500
5436,5951,604799000,45000,75800
5437,9093,503670000,40000,80700
5438,13115,569647000,64000,94700
5439,9822,599807000,45000,75500
5440,14193,336883000,41000,70500
5441,12682,555182000,75000,108500
5442,11003,461535000,56000,90600
5443,7593,514324000,74000,91500
5444,8339,707440000,68000,102200
5445,7655,595157000,47000,85800
5446,7707,500878000,46000,80800
5447,8867,511271000,76000,102900
5448,10769,658075000,48000,90700
5449,7104,594419000,51000,86600
5450,6717,472097000,31000,72300
5451,8985,576839000,61000,81000
5452,8175,505262000,65000,89300
5453,9267,351034000,62000,84800
5454,10729,404522000,30000,66000
5455,11232,539289000,56000,91500
5456,8331,506042000,31000,68400
5457,12769,500468000,40000,74600
5458,6624,662291000,73000,98600
5459,8927,546674000,35000,75100
5460,9637,506209000,47000,78900
5461,14749,494606000,43000,78600
5462,9929,465210000,44000,77200
5463,11999,609992000,51000,87800
5464,8501,461125000,48000,85400
5465,11439,437794000,35000,78300
5466,11552,337038000,34000,70800
5467,5647,472221000,33000,69500
5468,16731,751998000,60000,90000
5469,12229,651589000,35000,62200
5470,10763,426322000,55000,82100
5471,10923,529540000,57000,95300
5472,15692,376498000,56000,87700
5473,7278,308402000,77000,98600
5474,15385,367913000,59000,86200
5475,12381,333368000,53000,76600
5476,9000,282674000,45000,66500
5477,8849,548563000,46000,69800
5478,8297,505117000,44000,79900
5479,12723,533758000,37000,71300
5480,7711,410908000,55000,76700
5481,12351,608315000,57000,95200
5482,10098,637606000,38000,71900
5483,9524,593634000,40000,82800
5484,5007,678377000,44000,74500
5485,10598,588002000,71000,98000
5486,10118,291981000,45000,72100
5487,10941,446988000,38000,75700
5488,9066,373847000,41000,73100
5489,12097,622742000,65000,101600
5490,14512,475144000,28000,64800
5491,9373,203991000,57000,76100
5492,12223,499320000,65000,83000
5493,10187,484326000,66000,98300
5494,9724,448038000,38000,72500
5495,9427,497632000,38000,74600
5496,11666,345214000,26000,72800
5497,9832,234362000,58000,86000
5498,11299,488953000,29000,64100
5499,11464,527594000,55000,87100
5500,7854,509102000,66000,89000
5501,6033,301161000,57000,80600
5502,9183,269568000,34000,72800
5503,10855,570535000,43000,76300
5504,11657,534396000,40000,77100
5505,5128,653680000,64000,91600
5506,10516,833736000,51000,84300
5507,9634,537784000,42000,72000
5508,8023,435748000,42000,76000
5509,6755,664704000,63000,93600
5510,16297,580183000,36000,74200
5511,11863,408219000,34000,70100
5512,14379,727633000,38000,83700
5513,11264,569027000,63000,92500
5514,10860,431815000,47000,73300
5515,11965,440510000,62000,85400
5516,14646,379730000,72000,100800
5517,9310,707766000,63000,97700
5518,7766,214531000,46000,74400
5519,11782,317415000,53000,75500
5520,10390,438632000,44000,82400
5521,8797,462243000,48000,78600
5522,6219,378016000,64000,91100
5523,12601,537339000,58000,93500
5524,12737,864596000,63000,95700
5525,10084,586096000,56000,81600
5526,12136,623334000,49000,85800
5527,15629,677824000,64000,94200
5528,13487,488545000,64000,89800
5529,13589,513550000,65000,94700
5530,12192,323314000,32000,58700
5531,15645,568273000,32000,77900
5532,7298,599723000,49000,81100
5533,9913,177428000,40000,76500
5534,12494,593539000,45000,77800
5535,7093,617400000,40000,80300
5536,14051,354808000,49000,78000
5537,11123,536613000,30000,70300
5538,13453,362012000,30000,76300
5539,12826,641757000,49000,85300
5540,9156,609147000,44000,87100
5541,14478,646406000,60000,101300
5542,8807,654171000,34000,82200
5543,12935,380820000,64000,85900
5544,14469,644743000,75000,101200
5545,11936,578569000,50000,90200
5546,5406,530958000,52000,84000
5547,12672,467215000,49000,84400
5548,10795,414549000,39000,78200
5549,9476,734276000,39000,73800
5550,14593,585017000,56000,80500
5551,13166,534471000,76000,101900
5552,13283,582796000,47000,88300
5553,14714,620606000,47000,81600
5554,12132,630557000,73000,100800
5555,6480,402157000,56000,82500
5556,13714,645448000,32000,83500
5557,9034,339012000,71000,99900
5558,8623,468508000,62000,93200
5559,7070,610877000,43000,81100
5560,8062,359804000,44000,70000
5561,11516,188333000,33000,68600
5562,9785,584187000,35000,74900
5563,13620,458383000,37000,74300
5564,11960,528899000,75000,91700
5565,11327,418121000,52000,84300
5566,13246,693481000,58000,97400
5567,13769,208433000,57000,80200
5568,6933,718271000,57000,89500
5569,7583,567571000,60000,86800
5570,11663,461761000,37000,72300
5571,9718,400552000,52000,74400
5572,8354,591914000,39000,72900
5573,14537,632265000,43000,79600
5574,10079,669851000,52000,84100
5575,12201,460742000,66000,96500
5576,10652,506358000,52000,76900
5577,8870,545893000,55000,85600
5578,7172,616790000,58000,87300
5579,13224,457663000,52000,85100
5580,13634,522099000,53000,83700
5581,8624,461239000,59000,87200
5582,9644,758424000,61000,98900
5583,10492,466487000,41000,80500
5584,11477,488866000,54000,75400
5585,10634,328277000,67000,98400
5586,10021,680362000,48000,81900
5587,6744,617509000,32000,71600
5588,13713,557848000,60000,87800
5589,13170,366001000,46000,78800
5590,9159,634376000,60000,91600
5591,2773,238304000,36000,64900
5592,8713,391940000,59000,86500
5593,9117,590999000,37000,76700
5594,11705,509241000,74000,106200
5595,10719,591827000,63000,95900
5596,13009,485400000,50000,89600
5597,9445,490963000,50000,85500
5598,14698,477480000,39000,75100
5599,8313,458385000,49000,77800
5600,10952,525131000,46000,78300
5601,11016,741944000,38000,81100
5602,10705,339779000,67000,86100
5603,9284,292241000,38000,72300
5604,7874,566899000,46000,91000
5605,11479,726825000,31000,78000
5606,9913,630543000,56000,83800
5607,13645,656234000,49000,85800
5608,12584,798095000,57000,93600
5609,10664,628854000,49000,91100
5610,7195,282600000,47000,84900
5611,11863,468625000,62000,90800
5612,11798,563136000,42000,73100
5613,10897,551406000,81000,92800
5614,14268,347375000,43000,75700
5615,13967,583808000,49000,75900
5616,10752,691266000,66000,96000
5617,5306,561976000,53000,80500
5618,15156,315354000,53000,87100
5619,7455,353087000,47000,74600
5620,12996,502600000,43000,82000
5621,12019,495349000,55000,74400
5622,9881,458059000,65000,94300
5623,7171,358621000,71000,93000
5624,14615,516442000,48000,81100
5625,16549,401831000,38000,74500
5626,11973,347694000,36000,75200
5627,10552,347538000,55000,81400
5628,8804,668085000,44000,75700
5629,10426,546070000,37000,67700
5630,6393,469556000,43000,79800
5631,9248,482808000,51000,84200
5632,11202,384043000,50000,78300
5633,9114,574725000,74000,100600
5634,8271,499459000,52000,86600
5635,11198,497106000,50000,80100
5636,10893,642527000,56000,91600
5637,15798,606918000,52000,81500
5638,11065,402971000,62000,93200
5639,2978,556022000,44000,77400
5640,4416,432334000,50000,75400
5641,11733,704385000,56000,90800
5642,11082,656071000,52000,88300
5643,7328,324935000,36000,72400
5644,10285,501553000,68000,98700
5645,9791,566177000,78000,93600
5646,6378,363620000,50000,85800
5647,12520,576622000,44000,79000
5648,11075,363581000,59000,84400
5649,11682,559760000,36000,79900
5650,11997,373327000,34000,76900
5651,6817,646620000,30000,64400
5652,9762,493899000,43000,80000
5653,11304,790055000,53000,82900
5654,11498,466571000,67000,84700
5655,9790,657994000,56000,92400
5656,11994,408610000,34000,70600
5657,13555,706598000,53000,90400
5658,12696,269026000,51000,88000
5659,9864,550782000,63000,89700
5660,5691,591789000,67000,90900
5661,11191,554578000,33000,67200
5662,10287,483473000,51000,90100
5663,8375,625389000,27000,67100
5664,11030,829743000,55000,95700
5665,7748,636035000,86000,115800
5666,9580,421893000,64000,83500
5667,12902,760861000,74000,103300
5668,8921,412670000,46000,75400
5669,7729,403318000,76000,90900
5670,12691,559278000,22000,67500
5671,5553,617883000,35000,72600
5672,9628,569545000,61000,80600
5673,7725,487147000,47000,75100
5674,6570,490253000,47000,85000
5675,11741,480977000,31000,71800
5676,14718,501885000,54000,84200
5677,12388,498629000,72000,97900
5678,13127,790315000,54000,97900
5679,8296,414468000,45000,84000
5680,15326,387063000,44000,79200
5681,15236,567962000,61000,91900
5682,5428,377950000,51000,83300
5683,7969,454181000,54000,80400
5684,11258,518592000,55000,70500
5685,13965,520619000,56000,83000
5686,7272,556150000,43000,75600
5687,12790,524210000,52000,87800
5688,10619,568779000,57000,87500
5689,8643,572096000,67000,93400
5690,15702,698194000,59000,82900
5691,11619,668156000,61000,86000
5692,10081,590933000,34000,79000
5693,12912,526411000,60000,92300
5694,10318,384210000,48000,81100
5695,11442,267652000,41000,73700
5696,7944,491945000,43000,75000
5697,11781,606286000,52000,83100
5698,8285,425026000,50000,80200
5699,8538,449450000,38000,68700
5700,7982,483419000,42000,80100
5701,17069,344756000,39000,72300
5702,15656,571916000,52000,84300
5703,9072,634052000,57000,84000
5704,12718,625520000,32000,75200
5705,6877,628560000,60000,91100
5706,9168,591769000,72000,100700
5707,9999,560595000,49000,88900
5708,13420,649055000,48000,81100
5709,8398,439644000,31000,65900
5710,9667,391503000,32000,69500
5711,10655,646954000,42000,80700
5712,11829,712608000,62000,100500
5713,8021,682426000,44000,84200
5714,5247,595444000,41000,84600
5715,2239,552596000,45000,85600
5716,10039,627716000,25000,68100
5717,9768,372278000,39000,74000
5718,8676,646002000,53000,84100
5719,11688,293970000,59000,86100
5720,10714,454030000,56000,86800
5721,12801,539761000,41000,78100
5722,4704,340748000,50000,78000
5723,13551,529043000,52000,102200
5724,10728,529394000,51000,82200
5725,12490,560871000,52000,77400
5726,9799,676065000,36000,81200
5727,11965,549494000,46000,73400
5728,10287,665981000,44000,85300
5729,10924,384859000,36000,60700
5730,10388,461521000,44000,75000
5731,13666,433873000,66000,91200
5732,10903,515243000,62000,89500
5733,5462,286966000,40000,66900
5734,11363,546700000,52000,82500
5735,9600,296998000,35000,74000
5736,13294,715019000,56000,93700
5737,7481,552788000,36000,73900
5738,5700,597189000,37000,70200
5739,9964,477072000,60000,82900
5740,11990,648412000,42000,84900
5741,9866,557976000,54000,93200
5742,13696,359439000,44000,72300
5743,8050,392918000,65000,85600
5744,10724,436553000,50000,83500
5745,9135,310207000,23000,65700
5746,13174,550994000,53000,87000
5747,3230,521288000,75000,91000
5748,10323,520786000,45000,89200
5749,11098,239869000,77000,99300
5750,15994,750466000,32000,71600
5751,14681,404606000,35000,74800
5752,7493,359872000,45000,75500
5753,13727,462539000,45000,77000
5754,13656,481634000,71000,92700
5755,7065,521994000,43000,77600
5756,11429,612508000,47000,87600
5757,11800,377819000,70000,94500
5758,10072,523323000,50000,80900
5759,7755,586423000,42000,75100
5760,8811,563228000,43000,82900
5761,12170,687842000,57000,90800
5762,10362,666649000,44000,78300
5763,7370,697278000,58000,90500
5764,9803,495169000,42000,75600
5765,5727,754830000,48000,89500
5766,13283,291814000,41000,75500
5767,6359,555281000,56000,80000
5768,11804,737415000,57000,89300
5769,12777,752690000,45000,89400
5770,11080,560897000,41000,77900
5771,6539,549025000,33000,83800
5772,13377,660422000,66000,87700
5773,7083,506030000,40000,68100
5774,12985,704405000,68000,100000
5775,11448,505536000,64000,88800
5776,9163,334663000,42000,84500
5777,8910,511428000,66000,93400
5778,16665,535290000,23000,66100
5779,9902,402549000,51000,82700
5780,9713,506604000,33000,73100
5781,14022,688834000,58000,84400
5782,14125,528685000,46000,74300
5783,8952,458141000,41000,81300
5784,7554,438724000,22000,63800
5785,12049,372809000,42000,73200
5786,13016,332791000,49000,74700
5787,10720,691640000,54000,93400
5788,11784,466677000,55000,85100
5789,10537,652253000,30000,75200
5790,7192,503886000,47000,75700
5791,11268,491222000,49000,81300
5792,14144,600384000,57000,90000
5793,11548,546308000,26000,75200
5794,11823,392288000,65000,87800
5795,13532,566717000,33000,77100
5796,8022,491569000,63000,90600
5797,9534,621813000,78000,96800
5798,7964,254518000,51000,68400
5799,4991,704773000,53000,84700
5800,12617,552875000,31000,74200
5801,5718,375472000,52000,79700
5802,11539,514494000,49000,73000
5803,6305,546912000,35000,64600
5804,10872,418666000,64000,86100
5805,9011,427843000,57000,81700
5806,10663,426118000,51000,84700
5807,10320,577741000,42000,76800
5808,14243,457647000,53000,77300
5809,10595,712905000,43000,75300
5810,7312,435845000,20000,59700
5811,10761,504738000,47000,82300
5812,6504,646354000,62000,86000
5813,11465,350890000,47000,74600
5814,7119,481832000,57000,78700
5815,13567,716552000,63000,89900
5816,15804,305525000,37000,73900
5817,15022,463470000,63000,99300
5818,13403,592066000,57000,93800
5819,9749,541869000,65000,90500
5820,11305,377088000,52000,86800
5821,12221,777355000,53000,89800
5822,10836,643084000,54000,86600
5823,11664,456060000,52000,76600
5824,15331,541862000,61000,96800
5825,9556,605710000,53000,89900
5826,8715,388972000,43000,74700
5827,13435,590094000,39000,75900
5828,11809,643621000,57000,98800
5829,12803,376169000,52000,83700
5830,11908,556279000,45000,78900
5831,12638,446674000,54000,81700
5832,15601,465482000,53000,83800
5833,11378,558938000,32000,73800
5834,8800,545592000,45000,86400
5835,14295,423571000,63000,91700
5836,11786,508811000,41000,78000
5837,8437,541921000,51000,86800
5838,11348,528278000,53000,81200
5839,8472,642485000,65000,98600
5840,13055,363584000,53000,75800
5841,9259,703632000,38000,75600
5842,9639,726530000,70000,103100
5843,8699,598685000,46000,88200
5844,8767,643612000,51000,83200
5845,9048,475222000,58000,89200
5846,7743,503173000,37000,74600
5847,10831,373126000,31000,69500
5848,13113,396164000,36000,71600
5849,10614,301189000,56000,79200
5850,6559,363222000,33000,73100
5851,8012,714123000,61000,89500
5852,12535,716464000,45000,86400
5853,12473,550670000,52000,69900
5854,3897,352268000,35000,70000
5855,15470,639184000,34000,71800
5856,11424,561830000,31000,74900
5857,9463,530001000,38000,75800
5858,12518,607194000,61000,88300
5859,11011,596521000,53000,88000
5860,8847,566387000,52000,86300
5861,9900,546143000,38000,81800
5862,8237,428559000,45000,84700
5863,10994,578897000,38000,73100
5864,12882,379001000,49000,78200
5865,5119,375257000,23000,63300
5866,13747,436867000,57000,82700
5867,11690,427517000,19000,63000
5868,9040,648033000,48000,84100
5869,16130,415993000,66000,93100
5870,9354,310646000,56000,81100
5871,12633,582428000,37000,80500
5872,14702,315072000,45000,71200
5873,9333,474210000,71000,101100
5874,8190,622823000,53000,91400
5875,4793,504557000,62000,89000
5876,6114,375596000,63000,78000
5877,9694,426438000,62000,89000
5878,8128,415810000,56000,77600
5879,6675,446676000,64000,90200
5880,11426,500213000,82000,100000
5881,13395,743068000,55000,90400
5882,7800,570831000,44000,71300
5883,9298,714031000,66000,86000
5884,15501,599133000,71000,100500
5885,13532,683727000,39000,71300
5886,14639,363429000,59000,86200
5887,9070,659660000,30000,71300
5888,11585,581383000,78000,96200
5889,9140,382471000,41000,64300
5890,9933,766673000,50000,83600
5891,9552,755023000,55000,90200
5892,9221,503212000,46000,79000
5893,13520,549221000,43000,77500
5894,10173,438392000,42000,79200
5895,12466,455990000,50000,86100
5896,9813,550857000,48000,79800
5897,9081,578874000,41000,75800
5898,8766,682547000,47000,77500
5899,9299,522638000,27000,61400
5900,12681,587278000,45000,85700
5901,8235,332883000,59000,84900
5902,12146,617145000,40000,82000
5903,8290,585861000,44000,92400
5904,12408,473142000,57000,86100
5905,10742,439906000,35000,64400
5906,10744,389068000,71000,92000
5907,8288,283345000,65000,81800
5908,9658,495047000,46000,80000
5909,20000,595279000,49000,82100
5910,9855,658928000,28000,73100
5911,11511,492857000,56000,90800
5912,8336,566252000,57000,84700
5913,8493,644796000,48000,88700
5914,12319,652878000,61000,96600
5915,10226,495723000,63000,85800
5916,8296,628130000,65000,91300
5917,10986,740003000,50000,84100
5918,8400,387447000,38000,69500
5919,12276,618974000,60000,95000
5920,13269,487268000,45000,89100
5921,7723,602071000,56000,83200
5922,10294,551610000,67000,98900
5923,9806,449700000,59000,88300
5924,11464,630454000,40000,75800
5925,12801,346537000,41000,67900
5926,14175,720183000,40000,78200
5927,8445,463184000,34000,65200
5928,11685,688741000,31000,77100
5929,11185,290305000,42000,81300
5930,14684,504486000,34000,72700
5931,11258,659379000,57000,98800
5932,8820,635733000,45000,72200
5933,5236,534548000,70000,93700
5934,11830,327750000,33000,78300
5935,11244,404216000,36000,67200
5936,7883,523023000,61000,85500
5937,15072,617007000,61000,86200
5938,9666,591814000,52000,84400
5939,12945,525994000,47000,80900
5940,8361,381725000,48000,85200
5941,11478,486106000,57000,84200
5942,10209,587079000,52000,92100
5943,6868,639678000,49000,87200
5944,9102,320261000,53000,96800
5945,7092,525692000,62000,92400
5946,15242,676751000,53000,80100
5947,7509,498662000,35000,72800
5948,14189,423969000,40000,74900
5949,11465,596730000,51000,86400
5950,6202,168934000,52000,69500
5951,13666,487273000,27000,72700
5952,7045,371770000,37000,74500
5953,9004,181363000,71000,93200
5954,12264,561630000,42000,85700
5955,9583,624171000,71000,107600
5956,10273,571172000,47000,79300
5957,13259,822210000,63000,99900
5958,9824,484454000,59000,79500
5959,7718,400319000,57000,84200
5960,10496,566270000,52000,89900
5961,11752,625379000,66000,104200
5962,9373,378057000,58000,84100
5963,9944,524303000,58000,86400
5964,13042,518164000,47000,81000
5965,5909,407226000,57000,82400
5966,11880,186001000,55000,84100
5967,10253,328153000,40000,74900
5968,7085,267718000,37000,79000
5969,19383,650052000,61000,99100
5970,16124,605136000,39000,82000
5971,6958,542421000,76000,96900
5972,10840,411611000,39000,74500
5973,9750,467609000,24000,75400
5974,7918,685384000,56000,85700
5975,4841,451817000,59000,78700
5976,9029,617120000,57000,91300
5977,13406,371476000,44000,77100
5978,18042,333389000,41000,78400
5979,15746,594475000,47000,85900
5980,16625,545413000,71000,101200
5981,13048,520916000,50000,85600
5982,13286,509282000,34000,69200
5983,10956,382327000,37000,70400
5984,10353,559461000,27000,55100
5985,19659,559584000,50000,91200
5986,11868,313047000,35000,59400
5987,11514,414517000,84000,108200
5988,12520,757809000,56000,101300
5989,6661,476443000,60000,83400
5990,18021,333076000,42000,76000
5991,11072,334927000,61000,77600
5992,13408,667710000,50000,85700
5993,8264,585209000,47000,78300
5994,9051,543463000,43000,78900
5995,9676,455911000,32000,71700
5996,10318,494049000,49000,78100
5997,6194,663567000,71000,98800
5998,6978,448253000,40000,85700
5999,13493,630580000,52000,81400
6000,11426,597916000,64000,91000
6001,10413,626869000,38000,75800
6002,12065,698880000,56000,85700
6003,12441,524016000,54000,81900
6004,14186,640522000,59000,88500
6005,13646,469136000,67000,86300
6006,10877,612741000,55000,86900
6007,12800,439091000,47000,85700
6008,14203,735796000,38000,79300
6009,13345,551328000,59000,91100
6010,14734,669691000,45000,80000
6011,7172,577539000,28000,63200
6012,9310,540719000,63000,88100
6013,8118,500043000,47000,79100
6014,6391,535471000,42000,79600
6015,10287,513872000,49000,80800
6016,9297,417432000,47000,82100
6017,8709,424041000,45000,68400
6018,10705,673203000,51000,82400
6019,9916,350836000,72000,89300
6020,12543,512789000,57000,96400
6021,8264,420114000,69000,82200
6022,9110,377134000,51000,79900
6023,9945,474755000,52000,83800
6024,10901,760314000,58000,88100
6025,11264,387695000,25000,59200
6026,11816,615358000,45000,80500
6027,6462,699383000,78000,99000
6028,10590,408017000,49000,74800
6029,14357,630648000,50000,78000
6030,6764,465886000,61000,87300
6031,11430,435316000,33000,73400
6032,8383,543827000,62000,91800
6033,13581,425458000,52000,82600
6034,8477,580591000,42000,83100
6035,7935,526381000,49000,80700
6036,13404,481872000,56000,80600
6037,8072,551703000,47000,86500
6038,6834,354552000,51000,77200
6039,8154,495282000,54000,91100
6040,7667,433303000,55000,82600
6041,11915,346629000,47000,76100
6042,10236,367854000,40000,73800
6043,11515,579899000,37000,81900
6044,15192,472326000,58000,89400
6045,9283,670077000,37000,76800
6046,13713,360477000,57000,87900
6047,10179,412815000,78000,97700
6048,12450,446268000,50000,80100
6049,15201,644848000,70000,95900
6050,12261,354597000,61000,84100
6051,8981,446904000,56000,82300
6052,9755,578491000,28000,60200
6053,16356,637890000,50000,88400
6054,7785,551402000,64000,96800
6055,7982,403064000,46000,77600
6056,10102,377763000,74000,100300
6057,5439,247559000,49000,74500
6058,10035,459703000,73000,100600
6059,6765,629471000,49000,82400
6060,12374,716625000,45000,90300
6061,9011,295823000,67000,93600
6062,7264,518588000,38000,73900
6063,9122,413029000,60000,79200
6064,10588,544982000,44000,78300
6065,13978,671544000,71000,102600
6066,8814,360413000,38000,73100
6067,16345,566943000,48000,79900
6068,9027,561424000,45000,82500
6069,9820,548233000,73000,97700
6070,10647,583529000,33000,78800
6071,8537,574823000,67000,98000
6072,13461,576790000,63000,98400
6073,10657,599504000,35000,69800
6074,8598,382733000,60000,88200
6075,6642,517178000,71000,91600
6076,9904,715000000,42000,80300
6077,11470,540570000,55000,77200
6078,14473,486235000,67000,93800
6079,12554,655110000,51000,83800
6080,8523,515007000,48000,77900
6081,12525,354360000,61000,81900
6082,10161,697052000,29000,72700
6083,6717,543281000,71000,99300
6084,12610,646492000,41000,87800
6085,9389,395047000,46000,80200
6086,12763,297718000,23000,60600
6087,12458,558828000,37000,83900
6088,10023,539515000,61000,89100
6089,6291,724520000,33000,72000
6090,13437,493317000,58000,88200
6091,10403,461512000,41000,78200
6092,11770,695544000,48000,78800
6093,8004,698939000,38000,68400
6094,11068,321348000,51000,72200
6095,13794,468161000,36000,78300
6096,7856,764651000,64000,91200
6097,8505,472826000,58000,83400
6098,5034,676525000,5000,57800
6099,12359,643959000,53000,86000
6100,10339,312753000,66000,87700
6101,14570,468787000,48000,82400
6102,17591,623227000,53000,86700
6103,14942,559156000,37000,70800
6104,10312,433485000,58000,86400
6105,6808,575226000,43000,81000
6106,11466,588251000,77000,102500
6107,14882,532318000,53000,76100
6108,6422,480002000,41000,73500
6109,8013,807401000,31000,68400
6110,8927,706362000,52000,79300
6111,10985,444561000,46000,74600
6112,8137,403731000,73000,87400
6113,11983,467788000,31000,71300
6114,10940,594190000,45000,73600
6115,12788,615549000,64000,95000
6116,12621,481651000,69000,88000
6117,12089,491309000,56000,89600
6118,13259,431303000,59000,88500
6119,18500,598473000,58000,95100
6120,9024,606732000,50000,74900
6121,9128,469098000,46000,76300
6122,8449,479114000,71000,96300
6123,3327,314098000,46000,73400
6124,6575,389806000,53000,78600
6125,11348,953965000,44000,95100
6126,8454,388926000,55000,77800
6127,14495,448094000,58000,85700
6128,7011,437478000,72000,98400
6129,10864,375181000,47000,94000
6130,8217,630503000,56000,95600
6131,10850,642726000,72000,103400
6132,10578,357757000,60000,81400
6133,9181,614683000,55000,85500
6134,12187,652601000,51000,90700
6135,7767,697800000,41000,86400
6136,10311,521166000,29000,71600
6137,8019,538074000,52000,84900
6138,12464,574597000,65000,101400
6139,13648,317163000,67000,88000
6140,7634,651594000,58000,91800
6141,12735,710154000,36000,72000
6142,10656,509697000,55000,78500
6143,8237,656304000,66000,99600
6144,12285,538986000,42000,76600
6145,4989,457514000,58000,87700
6146,11629,491670000,65000,90800
6147,11599,430705000,31000,69100
6148,7311,450907000,29000,78800
6149,6426,730420000,46000,83600
6150,10980,431031000,74000,94200
6151,14048,407095000,55000,87900
6152,13402,359004000,62000,78800
6153,16139,466170000,54000,81100
6154,7651,569378000,38000,67100
6155,9247,560356000,73000,96900
6156,8054,549336000,42000,87700
6157,9367,444710000,73000,90200
6158,11519,346988000,71000,94700
6159,11597,367673000,45000,84400
6160,10154,545838000,48000,77500
6161,12250,404258000,26000,64100
6162,13985,518320000,42000,83700
6163,15895,240433000,52000,85300
6164,10605,582597000,36000,77800
6165,13781,471345000,52000,87000
6166,11014,330198000,65000,86900
6167,11106,513918000,49000,78900
6168,17360,496878000,45000,82600
6169,14832,508223000,50000,84500
6170,10340,434256000,72000,94400
6171,6360,427475000,45000,78000
6172,12536,492948000,63000,86200
6173,9706,511379000,67000,99100
6174,9935,581854000,56000,89700
6175,8868,637787000,53000,86700
6176,14600,477394000,58000,86100
6177,4858,263801000,54000,80500
6178,9161,656211000,61000,104000
6179,9818,661630000,72000,102100
6180,7818,438761000,62000,92500
6181,11931,654015000,42000,70000
6182,16924,650270000,48000,88500
6183,9862,605270000,14000,70300
6184,12606,484044000,53000,91600
6185,13012,440034000,46000,81100
6186,11115,515050000,43000,68700
6187,8002,416782000,28000,71100
6188,14919,564578000,72000,104100
6189,8385,248969000,44000,76600
6190,9576,892994000,67000,92300
6191,8878,399078000,64000,84500
6192,4618,568195000,51000,78000
6193,15431,606640000,49000,93200
6194,4645,776560000,44000,85600
6195,9323,286392000,54000,93400
6196,15599,432195000,59000,90600
6197,11148,621566000,18000,58200
6198,7801,631634000,39000,73300
6199,14930,588652000,63000,90200
6200,7345,532700000,31000,63800
6201,10952,302864000,60000,87200
6202,10496,576300000,66000,84100
6203,10951,506237000,58000,88700
6204,14285,573240000,60000,98900
6205,15283,435304000,62000,90400
6206,15533,496031000,51000,85400
6207,13173,337498000,70000,99900
6208,7887,490171000,63000,90300
6209,11202,558842000,45000,76200
6210,14485,266571000,54000,76700
6211,9008,541273000,47000,82700
6212,14292,691169000,46000,85100
6213,6896,341806000,53000,84000
6214,7669,693052000,42000,77100
6215,14826,386997000,56000,90500
6216,6476,474351000,62000,95500
6217,16221,552601000,37000,63300
6218,9042,723585000,62000,86900
6219,10538,448765000,57000,85700
6220,14569,496722000,38000,77300
6221,10069,663520000,55000,81400
6222,13235,292254000,47000,84400
6223,10391,461287000,50000,84300
6224,9179,444296000,71000,95800
6225,9290,415498000,46000,75000
6226,9242,502960000,46000,73100
6227,10307,329876000,45000,75600
6228,14303,522056000,62000,86700
6229,7209,447943000,46000,77900
6230,11139,482377000,65000,89900
6231,12871,287333000,42000,71500
6232,8175,603667000,56000,94900
6233,9315,576210000,96000,120000
6234,15587,518152000,30000,75200
6235,11612,573488000,49000,83100
6236,13604,395763000,34000,70900
6237,7545,536603000,78000,96500
6238,10982,413398000,30000,63700
6239,8389,698793000,44000,85400
6240,13966,582123000,51000,90800
6241,12520,572506000,50000,93000
6242,15816,485989000,62000,96400
6243,10987,483473000,50000,82700
6244,10759,466197000,68000,90600
6245,11896,713134000,74000,104500
6246,11080,327030000,56000,82200
6247,13398,242821000,55000,75700
6248,9700,392974000,37000,78800
6249,7003,601456000,40000,75800
6250,9199,617478000,39000,73300
6251,15073,569038000,38000,76500
6252,9470,586223000,54000,80000
6253,12732,125267000,39000,74200
6254,16822,426904000,44000,84300
6255,12451,702765000,58000,79100
6256,12533,647625000,46000,84200
6257,9657,508939000,69000,90400
6258,12669,431667000,54000,77500
6259,11984,617042000,71000,104500
6260,12192,538872000,40000,74600
6261,7903,578698000,58000,81400
6262,11641,632344000,50000,80800
6263,8921,399175000,39000,73500
6264,8513,559115000,54000,84500
6265,4942,563918000,85000,101700
6266,10092,468118000,56000,92100
6267,12449,663142000,48000,96900
6268,11448,474790000,46000,84700
6269,14693,461511000,45000,77600
6270,12298,684178000,66000,91800
6271,14572,451510000,70000,95900
6272,6962,766964000,64000,97800
6273,13275,464578000,23000,73900
6274,10533,391983000,75000,94000
6275,11623,557063000,34000,70000
6276,7620,550288000,58000,84000
6277,7908,582953000,68000,94700
6278,17222,546549000,45000,86500
6279,12277,736763000,46000,86200
6280,7663,646361000,39000,74300
6281,12883,686987000,52000,87800
6282,7767,643465000,51000,84100
6283,14512,660384000,52000,88400
6284,9750,515704000,82000,101900
6285,11494,465195000,49000,84000
6286,12568,390844000,53000,84200
6287,10624,429497000,63000,85200
6288,10539,639979000,61000,95900
6289,13750,508121000,46000,77800
6290,8698,464822000,32000,70300
6291,12208,587529000,60000,87800
6292,15318,574283000,64000,98800
6293,11105,532091000,43000,78100
6294,8523,545425000,58000,91600
6295,7747,368287000,52000,86100
6296,10701,435742000,47000,74800
6297,10796,636396000,46000,79000
6298,14333,654539000,43000,82200
6299,10240,603163000,33000,73600
6300,9806,673837000,65000,98400
6301,7067,506741000,61000,91200
6302,10570,762645000,37000,82000
6303,14398,433000000,64000,93800
